subject_term,housing,bikes,homelessness,dogs,parks,construction,traffic,transit,noise,energy,climate,infrastructure,safety,arts,childcare,democracy,cost of living,healthcare,equity,business
cricket fields,5.99573140789289e-05,8.960028208093718e-05,4.4893538870383054e-05,7.176314829848707e-05,0.0002306213864358142,0.0003485821362119168,0.00013617130753118545,0.0010089181596413255,7.154484774218872e-05,9.504044282948598e-05,0.0002859333762899041,0.00025330198695883155,0.0008190200896933675,0.0002744640805758536,5.9641082771122456e-05,0.00010636632941896096,0.00031924969516694546,5.850091474712826e-05,0.0016591050662100315,0.0002694514114409685
cricket pitches,9.932102693710476e-05,8.667983638588339e-05,6.951260729692876e-05,9.384707664139569e-05,0.00020599849813152105,0.00022630832972936332,0.0001060301874531433,0.0008925040019676089,0.00018429111514706165,0.00013047446554992348,0.0002017163351411,0.00015395019727293402,0.001244705985300243,0.00021692171867471188,8.001033711479977e-05,0.00010668393224477768,0.00040386704495176673,7.315426046261564e-05,0.001953936880454421,0.00044129654997959733
crime,0.03018723987042904,0.047909270972013474,0.024995984509587288,0.026796964928507805,0.005983211100101471,0.0014720126055181026,0.0025226566940546036,0.12825614213943481,0.003362693591043353,0.03298131749033928,0.025417812168598175,0.05436345189809799,0.000352376198861748,0.00020087879966013134,0.000679575779940933,7.87726094131358e-05,0.008392714895308018,0.00011652678222162649,0.0008003721595741808,0.0003061211318708956
crime prevention,0.002678670920431614,0.029305117204785347,0.001083224662579596,0.011603032238781452,0.009615149348974228,0.00023460606462322176,0.0011760687921196222,0.06344184279441833,0.0035808617249131203,0.001509484718553722,0.001280293450690806,0.002919446676969528,0.10824096202850342,9.093261178350076e-05,0.00015386806626338512,0.00015355700452346355,0.00027329628937877715,5.636544301523827e-05,0.004856723826378584,0.0011366799008101225
crime reporting,0.0022375667467713356,0.009035320952534676,0.0022086116950958967,0.0058568911626935005,0.0009659879724495113,0.0002037690137512982,0.00041149905882775784,0.016438279300928116,0.0004721714067272842,0.0016156889032572508,0.0007479068590328097,0.0018864229787141085,0.0008006941643543541,0.00011055564391426742,0.00011471378820715472,9.851295180851594e-05,0.0009966017678380013,8.966681343736127e-05,0.004252594895660877,0.0007352348184213042
crime stoppers,0.004154827445745468,0.03504050523042679,0.0004796229477506131,0.08569367974996567,0.008244821801781654,0.000804271490778774,0.003430182347074151,0.07289116084575653,0.000611010764259845,0.00737431924790144,0.0035305104684084654,0.004714741371572018,0.009833946824073792,0.00017682973702903837,0.0003154934966005385,0.0002688376698642969,0.0005748454132117331,0.00010812885011546314,0.00840014312416315,0.0030655590817332268
crime tips,0.019329791888594627,0.009488414973020554,0.0013867600355297327,0.004170333035290241,0.0029291429091244936,0.0011138226836919785,0.0006145361694507301,0.036402665078639984,0.0009233998716808856,0.005850701592862606,0.002038368722423911,0.0335952527821064,0.0019172660540789366,0.00020197787671349943,0.00037660967791453004,0.00020170693460386246,0.0017819430213421583,0.00011116015230072662,0.011173068545758724,0.002108535263687372
crisis management,0.0016753303352743387,0.00032675437978468835,0.07301990687847137,0.0013984721153974533,0.0003297562652733177,6.0737384046660736e-05,0.002828809665516019,0.0026557096280157566,0.0001185547371278517,0.002203859155997634,0.05791162699460983,0.0007872141432017088,0.0006518570589832962,0.00010288428893545642,8.283213537652045e-05,0.000374310853658244,0.005695986095815897,0.0005428935401141644,0.005860492587089539,0.009001923725008965
crisis response,0.027182459831237793,0.0009058220311999321,0.24403026700019836,0.0016849142266437411,0.0004652448697015643,9.861186845228076e-05,0.012337679974734783,0.012799304910004139,0.00010754687536973506,0.008944837376475334,0.32984107732772827,0.007497185841202736,0.0010035316227003932,0.00017135933740064502,0.00021398001990746707,0.0006011427030898631,0.02342010661959648,0.026550525799393654,0.011547490023076534,0.0011654034024104476
criteria,0.3602960407733917,0.05488836020231247,0.0314762257039547,0.012596352025866508,0.11936188489198685,0.24059006571769714,0.09553619474172592,0.21039621531963348,0.0011283527128398418,0.14598172903060913,0.22457274794578552,0.3514491319656372,0.4781842827796936,0.18538303673267365,0.09680989384651184,0.09236158430576324,0.47875872254371643,0.2684203088283539,0.07541962713003159,0.36146095395088196
cross walks,0.031917836517095566,0.0002871137694455683,0.04277084395289421,0.04102495685219765,0.0069882869720458984,0.017112141475081444,0.04151013121008873,0.7631393074989319,0.009645556099712849,0.14423523843288422,0.07889243960380554,0.08049183338880539,0.9667949080467224,0.03993925079703331,0.006025323644280434,0.05560929328203201,0.22209642827510834,0.011252854950726032,0.2249813675880432,0.17084111273288727
cross-country ski clubs,0.00014462338003795594,0.00014861572708468884,3.9586117054568604e-05,0.0001360972091788426,0.00027344506816007197,8.939491090131924e-05,0.00018222260405309498,0.0008568665944039822,0.0011096280068159103,0.0007310347282327712,0.001669071614742279,0.00027468003099784255,0.11585196107625961,0.00017980829579755664,6.25563261564821e-05,0.0002978073316626251,0.002340358914807439,6.557388405781239e-05,0.01882917433977127,0.0002983800950460136
cross-walks,0.0007983329123817384,0.0004612347111105919,0.0019162839744240046,0.0027004904113709927,0.0004104863910470158,0.001204493804834783,0.12692365050315857,0.41935327649116516,0.0010764962062239647,0.001812343834899366,0.003228468354791403,0.9482249021530151,0.9830381274223328,0.0017922695260494947,0.0011455374769866467,0.01505245454609394,0.02251146174967289,0.0007925155223347247,0.04425543174147606,0.016918685287237167
crossing guards,0.006679505109786987,0.008973260410130024,0.011329183354973793,0.005517421290278435,0.037206023931503296,0.26891282200813293,0.8183174729347229,0.6998432874679565,0.00608628336340189,0.1357642263174057,0.14737233519554138,0.5246954560279846,0.9484124183654785,0.21056467294692993,0.002878430299460888,0.01117102149873972,0.11116903275251389,0.100101538002491,0.03583522140979767,0.4469372630119324
crosswalk lights,0.0008421686943620443,0.0007026696112006903,0.0011351497378200293,0.002336663194000721,0.0005432871403172612,0.0014179571298882365,0.5817003846168518,0.335808128118515,0.00012474347022362053,0.003804109524935484,0.003526529995724559,0.9869571328163147,0.9869528412818909,0.008752269670367241,0.003046839963644743,0.029909251257777214,0.020836763083934784,0.0011126938043162227,0.19888412952423096,0.004392317496240139
crosswalks,0.0002986027975566685,0.0003631452564150095,0.0008174115209840238,0.0028231781907379627,0.0002735756861511618,0.0003245067491661757,0.3190183937549591,0.01742674596607685,0.0006229952559806406,0.001743654953315854,0.0023159414995461702,0.8074037432670593,0.9816612601280212,0.0006056918064132333,0.0003810203343164176,0.006408125162124634,0.01724393665790558,0.00017739277973305434,0.043012335896492004,0.002477349014952779
crowd control,0.0004569412849377841,0.0016613174229860306,0.0004322738095652312,0.0016772594535723329,0.011312620714306831,0.00018664493109099567,0.03782445564866066,0.019270166754722595,0.008469636552035809,0.0018288434948772192,0.0008038457599468529,0.0007069500279612839,0.14983604848384857,0.0002568129275459796,0.00013332445814739913,0.0009869331261143088,0.0012732234317809343,0.00019640290702227503,0.010703010484576225,0.01015364658087492
cuckoo signa,0.0029143402352929115,0.0004168787272647023,0.002764302771538496,0.00030630550463683903,0.005088804755359888,0.003274085232988,0.0003429602365940809,0.006399745121598244,0.9737710952758789,0.0044581089168787,0.004272697027772665,0.006168100517243147,0.007988134399056435,0.036854032427072525,0.004260247107595205,0.0001475465251132846,0.007800662890076637,0.002464494202286005,0.0011497819796204567,0.003041159361600876
cul-de-sacs,0.036037951707839966,0.0024414516519755125,0.013669402338564396,0.0031269555911421776,0.010534463450312614,0.4423651099205017,0.3851926028728485,0.04037688300013542,0.16332848370075226,0.023421410471200943,0.9249894618988037,0.5044785141944885,0.22956614196300507,0.019622258841991425,0.02419043891131878,0.0013130608713254333,0.7511498928070068,0.009668759070336819,0.009687524288892746,0.2882021367549896
cultural attractions,0.014263625256717205,0.03912748768925667,0.00022833069670014083,0.024761894717812538,0.4229407012462616,0.006605665199458599,0.0015837844694033265,0.024013658985495567,0.0006377918762154877,0.014311197213828564,0.02996438927948475,0.0007621985860168934,0.0014758056495338678,0.8032280802726746,0.009304012171924114,0.037494104355573654,0.002148787723854184,0.0005509304464794695,0.06929686665534973,0.0003866403712891042
cultural centres,0.0028537113685160875,0.0018288176506757736,9.010677604237571e-05,0.002098814817145467,0.0004928037524223328,0.0014975352678447962,0.0006952808471396565,0.0033612207043915987,0.0007721245056018233,0.0017393743619322777,0.011463040485978127,0.004488969687372446,0.01149639580398798,0.5992777943611145,0.0032989573664963245,0.011034130118787289,0.003131040371954441,0.0003760163963306695,0.11453677713871002,0.00048104734742082655
cultural events,0.008380423299968243,0.004639491438865662,0.0010976600460708141,0.004106895532459021,0.011148464865982533,0.007503383327275515,0.0011876515345647931,0.030189400538802147,0.00021635231678374112,0.005354992114007473,0.08765145391225815,0.0005648036603815854,0.012048788368701935,0.7906006574630737,0.00448997039347887,0.025331201031804085,0.0036294283345341682,0.000935939431656152,0.0834086462855339,0.0003529316163621843
cultural facilities,0.046561099588871,0.0111188730224967,0.00018021510913968086,0.004242075607180595,0.1124684140086174,0.003960699774324894,0.0011370806023478508,0.019386451691389084,0.0011585004394873977,0.0018277352210134268,0.1987690031528473,0.043196454644203186,0.010094690136611462,0.8436040282249451,0.03180352598428726,0.045136380940675735,0.002169267041608691,0.003186458256095648,0.15363875031471252,0.000512757629621774
cultural neighbourhoods,0.21463823318481445,0.022364020347595215,0.00017625994223635644,0.006476749666035175,0.019301628693938255,0.00418397830799222,0.0015766944270581007,0.007310932036489248,0.002764046424999833,0.0030269233975559473,0.02292969636619091,0.0006698573706671596,0.009725012816488743,0.5340967178344727,0.003557611256837845,0.009993665851652622,0.004074970260262489,0.0002852642792277038,0.2604699432849884,0.00039778833161108196
cultural organizations,0.0025812899693846703,0.0015434122178703547,0.000548432522919029,0.0018385887378826737,0.003970378544181585,0.0025297098327428102,0.0006425669998861849,0.01168651133775711,0.0004517290217336267,0.002074006013572216,0.07857473194599152,0.00038128855521790683,0.016411900520324707,0.8490360975265503,0.005979893263429403,0.021368442103266716,0.0019167715217918158,0.0005303314537741244,0.10314636677503586,0.00034634859184734523
culture (sc),0.001137020532041788,0.0027667516842484474,0.0003737528750207275,0.002220581518486142,0.004799422342330217,0.00035246871993876994,0.0005153909442014992,0.015251797623932362,0.0011729648103937507,0.0006227949052117765,0.0020246682688593864,0.00046014515100978315,0.0025864215567708015,0.7092776298522949,0.0014853131724521518,0.005047075916081667,0.0006418174598366022,0.0003285213024355471,0.005565125960856676,0.00029903804534114897
culverts,0.011593613773584366,0.0035098933149129152,0.003732471028342843,0.007058287039399147,0.0035843607038259506,0.6674661636352539,0.6165882349014282,0.20072786509990692,0.04408416897058487,0.10412054508924484,0.9818019866943359,0.15615060925483704,0.11926368623971939,0.007174477446824312,0.08835992217063904,0.0025769048370420933,0.7461905479431152,0.03940853849053383,0.016982940956950188,0.2316695749759674
curb cut permits,0.05906718224287033,0.02030857652425766,0.008130201138556004,0.010549703612923622,0.011006973683834076,0.9668596982955933,0.4043518602848053,0.12060139328241348,0.009426592849195004,0.07367832958698273,0.11956222355365753,0.32720261812210083,0.7277330756187439,0.017539503052830696,0.035541314631700516,0.016692934557795525,0.26070231199264526,0.09792447835206985,0.04069472476840019,0.6183992624282837
curb cuts,0.01600704714655876,0.004003781359642744,0.0063022137619555,0.0029365874361246824,0.0002757424081210047,0.7728790044784546,0.4614752233028412,0.041558824479579926,0.014484678395092487,0.09358063340187073,0.06352517008781433,0.06574996560811996,0.5086724162101746,0.0017947233282029629,0.01376429758965969,0.0028024213388562202,0.6582092642784119,0.16687554121017456,0.012354917824268341,0.5873879194259644
curb extensions,0.013086238875985146,0.002969159744679928,0.0024795362260192633,0.0029836748726665974,0.0008384905522689223,0.8901857137680054,0.13585644960403442,0.0797811821103096,0.004488698672503233,0.07421452552080154,0.12024755030870438,0.23885834217071533,0.32539474964141846,0.011922829784452915,0.010890087112784386,0.009166175499558449,0.03790290281176567,0.047725796699523926,0.02759096771478653,0.17729932069778442
curb lane vending,0.0003892936510965228,0.0015932233072817326,6.774664507247508e-05,0.00034510597470216453,0.000195037413504906,0.0016399035230278969,0.20646870136260986,0.0012596591841429472,0.0006027453928254545,0.0009957968723028898,0.0017163014272227883,0.7995359301567078,0.5461048483848572,0.00032294291304424405,0.00012071080709574744,0.00039387826109305024,0.005181910004466772,0.00016575930931139737,0.015371293760836124,0.9776413440704346
curb parking,0.00021946396736893803,0.0014090966433286667,3.870339787681587e-05,0.0003642935771495104,0.018955174833536148,0.0001334198022959754,0.0002343220403417945,0.0003419465501792729,0.0004083834355697036,0.0003571740526240319,0.0014855448389425874,0.0708221048116684,0.6509877443313599,0.00014522374840453267,5.843692269991152e-05,0.00016567236161790788,0.0018043958116322756,7.425867079291493e-05,0.007814793847501278,0.03633635491132736
curblane permits,0.054689206182956696,0.020201778039336205,0.009408376179635525,0.019243795424699783,0.04146410897374153,0.7884116172790527,0.8048939108848572,0.5407142043113708,0.003171015065163374,0.2517569959163666,0.18790027499198914,0.7838726043701172,0.8381196856498718,0.2643481492996216,0.08330269902944565,0.04012308642268181,0.1304730623960495,0.19558222591876984,0.09059431403875351,0.6915018558502197
curblane vending,0.0007341799209825695,0.0021724605467170477,0.00021084881154820323,0.0029356535524129868,0.0015406548045575619,0.006991505157202482,0.01646103523671627,0.053625378757715225,0.013229540549218655,0.09751903265714645,0.10714790970087051,0.3458068072795868,0.23073828220367432,0.004042489919811487,0.0003469411167316139,0.00167752371635288,0.03681016340851784,0.00040256112697534263,0.042733334004879,0.9855465888977051
curbs,0.009425151161849499,0.007107045967131853,0.023023884743452072,0.004981047008186579,0.0003101587644778192,0.8718536496162415,0.22301074862480164,0.12769421935081482,0.0069954185746610165,0.0370788611471653,0.6010017991065979,0.8741077780723572,0.7720058560371399,0.001843309379182756,0.014973350800573826,0.007541419472545385,0.7776613831520081,0.14413775503635406,0.004764290992170572,0.32219114899635315
curbside garbage collection,0.0007575361523777246,0.0007260668207891285,0.0002548394550103694,0.0030748380813747644,0.00015111587708815932,6.839873822173104e-05,0.00018354823987465352,0.00035919342190027237,0.0006878597196191549,0.00030190698453225195,0.0017115982482209802,0.015316701494157314,0.07957404106855392,0.00012001464347122237,4.6966179070295766e-05,0.0019783752504736185,0.003718750784173608,7.227619789773598e-05,0.13750006258487701,0.9708695411682129
curbside organics containers,0.0015351190231740475,0.00023557193344458938,0.00013651675544679165,0.0004317704006098211,0.00024358328664675355,0.0028488554526120424,0.0007156278588809073,0.042281217873096466,0.00016681785928085446,0.039919279515743256,0.019445674493908882,0.08389332890510559,0.6741183996200562,0.0007947845733724535,0.0007735080434940755,0.0032284597400575876,0.0034613360185176134,0.00025978925987146795,0.11689815670251846,0.09542908519506454
curbside parking,0.0005977974506095052,0.008529392071068287,5.316098395269364e-05,0.0020294394344091415,0.00903333816677332,6.330097676254809e-05,0.0001783061889000237,0.0002522626018617302,0.00027703982777893543,0.0011641159653663635,0.014969955198466778,0.6943104267120361,0.882006049156189,0.00036192164407111704,5.5843749578343704e-05,0.00337487761862576,0.00860663317143917,6.95543349138461e-05,0.5037600994110107,0.3712727725505829
curling,0.001338258502073586,0.00023155634698923677,0.00223303004167974,0.002883513458073139,0.0005796049372293055,0.0018982900073751807,0.0019116905750706792,0.0062033734284341335,0.009912732057273388,0.014698613435029984,0.034589383751153946,0.002302600769326091,0.05251230672001839,0.013077387586236,0.0018627900863066316,0.0007757722050882876,0.07485828548669815,0.0003970585821662098,0.01341307908296585,0.002167684957385063
curling clubs,0.00010424327774671838,0.00012267407146282494,4.384569911053404e-05,0.00015212708967737854,0.00015634793089702725,0.00024156294239219278,0.00010867293167393655,0.0006069720257073641,0.00048130357754416764,0.001252477872185409,0.0008343672379851341,0.0007344696205109358,0.008728021755814552,0.000708073319401592,7.013531285338104e-05,0.00012706707639154047,0.0010981105733662844,5.7336859754286706e-05,0.009590583853423595,0.002332598203793168
curling clubs (facilities),0.00021616555750370026,0.00014233088586479425,4.672895374824293e-05,0.00014127684698905796,0.00016282391152344644,0.0001825511280912906,0.00014979843399487436,0.0003049527877010405,0.0001480773207731545,0.00023379056074190885,0.0012861598515883088,0.9817885160446167,0.0010641728295013309,0.0006762026459909976,0.0001053953092196025,0.00018001555872615427,0.0004832069971598685,0.00011249045201111585,0.003647010074928403,0.0026804886292666197
curling rinks,8.372412412427366e-05,9.101380419451743e-05,3.535544601618312e-05,0.00011566795728867874,8.84039982338436e-05,0.0001412770216120407,9.213369048666209e-05,0.00045787892304360867,0.000163006829097867,0.00048632483230903745,0.000290266441879794,0.00025162671227008104,0.021992918103933334,0.0004519995127338916,6.472077075159177e-05,8.447887375950813e-05,0.0005070060142315924,5.247956141829491e-05,0.0023457880597561598,0.0009681330411694944
currency,0.10649638622999191,0.010641678236424923,0.018862860277295113,0.011936260387301445,0.05543513223528862,0.028179215267300606,0.0035948825534433126,0.11336103081703186,0.0009976245928555727,0.005365919787436724,0.0013931975699961185,0.023327304050326347,0.041480813175439835,0.0028949358966201544,0.006162307690829039,0.024962518364191055,0.539569616317749,0.02940281480550766,0.021535106003284454,0.16279079020023346
current value assessment,0.3628099262714386,0.0375218503177166,0.007909867912530899,0.007861141115427017,0.08647909015417099,0.004733236040920019,0.05042070895433426,0.17375028133392334,0.00042339402716606855,0.16503705084323883,0.19314008951187134,0.25599369406700134,0.21961848437786102,0.1111154556274414,0.04894394800066948,0.052972111850976944,0.31794169545173645,0.14284303784370422,0.150222048163414,0.4204544126987457
customer satisfaction surveys,0.14633393287658691,0.029921941459178925,0.0005329862469807267,0.0025929503608494997,0.042718395590782166,0.024964936077594757,0.015489263460040092,0.1340438723564148,0.0004353024123702198,0.1482972651720047,0.040709082037210464,0.011123109608888626,0.06209475174546242,0.007274937350302935,0.01505780778825283,0.012492744252085686,0.0017487372970208526,0.14762386679649353,0.07387638837099075,0.19976209104061127
customer service,0.0012261560186743736,0.019641142338514328,0.00040392857044935226,0.0016988841816782951,0.004806733224540949,0.00013780363951809704,0.003425103146582842,0.023246433585882187,0.0001709600619506091,0.004858913365751505,0.007520440965890884,0.00038337710429914296,0.0016986903501674533,0.0002859501400962472,0.0004820482281502336,0.0032562636770308018,0.001263823127374053,0.012249748222529888,0.08344807475805283,0.06695237010717392
customers,0.02016100101172924,0.0318697951734066,0.0013766651973128319,0.0034880342427641153,0.02746858075261116,0.02452865056693554,0.06752531230449677,0.19188398122787476,0.0034912223927676678,0.1381007879972458,0.049631260335445404,0.0017875685589388013,0.08346964418888092,0.11830958724021912,0.0316668301820755,0.05775034800171852,0.05988437309861183,0.1907489150762558,0.3492504954338074,0.2731309235095978
cut repairs,0.5579714775085449,0.1614689826965332,0.03344149887561798,0.010868768207728863,0.23692359030246735,0.6460137367248535,0.22893404960632324,0.39352524280548096,0.021791867911815643,0.11736411601305008,0.170685812830925,0.822261393070221,0.29366743564605713,0.2998357117176056,0.040065035223960876,0.0370577909052372,0.6592179536819458,0.40696752071380615,0.13262321054935455,0.8743429183959961
cva,0.24138255417346954,0.01871529594063759,0.03887012600898743,0.013616474345326424,0.0932769775390625,0.28144553303718567,0.4022864103317261,0.4412168860435486,0.05507576838135719,0.3111693263053894,0.6650065183639526,0.5527408719062805,0.519274890422821,0.11354891955852509,0.3349374234676361,0.0988750234246254,0.43785688281059265,0.2808687090873718,0.2997550368309021,0.4304201602935791
cycling,0.00042958714766427875,0.9980732798576355,0.00013998789654579014,0.0005130126955918968,0.00029635339160449803,0.0003724212001543492,0.0007846030639484525,0.2763330042362213,0.001199875259771943,0.3301161527633667,0.08808717876672745,0.0046377950347959995,0.5435487627983093,0.0005594267859123647,0.0004381294420454651,0.0003249176370445639,0.01614218018949032,0.00045279873302206397,0.02160799317061901,0.005983155220746994
cycling accidents,0.00011620732402661815,0.9929831624031067,5.399002111516893e-05,0.00017385027604177594,0.00017655374540481716,0.00010137073695659637,0.001077609951607883,0.32075586915016174,0.001069427002221346,0.0012098251609131694,0.0006133191054686904,0.0004595331847667694,0.03420358896255493,0.00018002488650381565,0.0001048494887072593,9.101784962695092e-05,0.000877218262758106,9.627442341297865e-05,0.002017064718529582,0.00018722053209785372
cycling ambassadors,0.00047884718514978886,0.9946600198745728,0.00013702979777008295,0.0006022013258188963,0.0014703787164762616,0.00045439894893206656,0.0019439805764704943,0.25902363657951355,0.0005385122494772077,0.02842019498348236,0.024951020255684853,0.003005165373906493,0.5186963677406311,0.004243185743689537,0.0008716811425983906,0.001347375102341175,0.005712567362934351,0.0004532810708042234,0.022610101848840714,0.0013850859832018614
cycling courses,0.00019812876416835934,0.9861687421798706,8.371266449103132e-05,0.00024599567404948175,0.0001740190346026793,0.00023161462740972638,0.0004700657445937395,0.04173951596021652,0.00022714605438522995,0.03869146108627319,0.011583982035517693,0.0013410663232207298,0.3311520218849182,0.0006890366785228252,0.00015629010158590972,0.0003515793359838426,0.0036626660730689764,0.00022855019778944552,0.0273528303951025,0.000768240075558424
cycling maps,0.0048557124100625515,0.9779894948005676,0.0005654279375448823,0.0005447793519124389,0.0006907812203280628,0.000854030076880008,0.003957760985940695,0.29183143377304077,8.772989531280473e-05,0.029392648488283157,0.08441471308469772,0.023167522624135017,0.2875385880470276,0.0006494720000773668,0.000602416810579598,0.0019612889736890793,0.03318149968981743,0.0009970723185688257,0.023129168897867203,0.009348205290734768
cycling paths,0.00013339573342818767,0.9740006327629089,0.0001263664453290403,0.0002813249593600631,0.00029085096321068704,0.0004205110599286854,0.00031194291659630835,0.2742326259613037,0.00011738980538211763,0.032279375940561295,0.008063318207859993,0.3790320158004761,0.8341149687767029,0.0006300304085016251,0.00036727706901729107,0.0012101298198103905,0.01123078353703022,0.0005371791776269674,0.039940591901540756,0.004709248431026936
cycling routes,0.0002898078237194568,0.982502281665802,9.318747470388189e-05,0.0002642206090968102,0.0003087926306761801,0.00017275167920161039,0.003776543540880084,0.8353714942932129,0.00015112732944544405,0.005738202016800642,0.003731323406100273,0.020501423627138138,0.6543256044387817,0.0004548135038930923,0.00023266613425221294,0.0011409191647544503,0.0037531889975070953,0.00019423372577875853,0.030441327020525932,0.0017092954367399216
cycling trails,0.00010626501170918345,0.9185459017753601,6.822613795520738e-05,0.00017530110199004412,0.0002912060881499201,0.00011101018026238307,0.000217877677641809,0.08712301403284073,0.00014120465493761003,0.00349232810549438,0.001932203071191907,0.018872782588005066,0.7506758570671082,0.0003704708651639521,0.00017963931895792484,0.000262473156908527,0.002035955898463726,0.00017656806448940188,0.012496103532612324,0.00047810334945097566
cyclists,0.00018747994909062982,0.9987856149673462,6.528746598633006e-05,0.0001113158359657973,0.0005936209345236421,0.0014438106445595622,0.05709388852119446,0.909883439540863,0.000789089419413358,0.03760918229818344,0.29127269983291626,0.0009765296126715839,0.9168382883071899,0.0007212379714474082,0.00020523695275187492,0.0001489337591920048,0.01753205619752407,0.00011483787966426462,0.026723871007561684,0.000966089079156518
damage,0.5630723237991333,0.2466863989830017,0.21706920862197876,0.07895965129137039,0.23136025667190552,0.46596869826316833,0.30238091945648193,0.48329535126686096,0.03017464652657509,0.26582959294319153,0.43946099281311035,0.690586507320404,0.0006694486946798861,0.34939563274383545,0.13714292645454407,0.03058694489300251,0.47396281361579895,0.3386852741241455,0.014556655660271645,0.42149725556373596
damage deposit,0.03770497068762779,0.1082661896944046,0.004510363098233938,0.027583735063672066,0.09541437029838562,0.014316057786345482,0.04288254305720329,0.030317362397909164,0.010963949374854565,0.13598643243312836,0.2580755054950714,0.3361915647983551,0.003645404940471053,0.041028693318367004,0.0061218817718327045,0.009378991089761257,0.01726321503520012,0.040190890431404114,0.01917961798608303,0.5090976357460022
damage deposits,0.16662859916687012,0.13197335600852966,0.012992771342396736,0.02787807025015354,0.08888877928256989,0.09635192155838013,0.11826366931200027,0.1582004576921463,0.019320450723171234,0.07429686933755875,0.22426018118858337,0.4742836654186249,0.0026067900471389294,0.053560707718133926,0.035397931933403015,0.008022486232221127,0.025852886959910393,0.09033922851085663,0.0048440080136060715,0.4162923991680145
damaged tree limbs,6.348040915327147e-05,8.584020542912185e-05,0.00010850591206690297,6.498079164884984e-05,0.0002886515576392412,0.0006515467539429665,0.00010118163481820375,0.04286428913474083,0.0003591506101656705,0.0010612496407702565,0.0011205367045477033,0.00021392172493506223,0.027201000601053238,0.022152874618768692,9.354457870358601e-05,0.00039356519118882716,0.0029457195196300745,0.00010744348401203752,0.017463112249970436,0.004845868330448866
damages,0.41733232140541077,0.1166253313422203,0.05387229099869728,0.015740247443318367,0.08181826025247574,0.3943730592727661,0.19059692323207855,0.2466433197259903,0.006757315248250961,0.0548783615231514,0.24730201065540314,0.5410162210464478,0.0006531381513923407,0.0467076413333416,0.048919737339019775,0.020971238613128662,0.08617791533470154,0.20192676782608032,0.0024199059698730707,0.2818174362182617
dance,0.000448781531304121,0.0001261324214283377,0.00019480159971863031,0.0019246244337409735,0.0012391875497996807,6.740785465808585e-05,9.528129157843068e-05,0.002941921353340149,8.219352457672358e-05,0.0034412096720188856,0.00020342992502264678,0.00042741166544146836,0.0004904228844679892,0.46080902218818665,0.00020017867791466415,0.03277893736958504,0.002129289088770747,9.357906674267724e-05,0.03428144007921219,0.0001663725997786969
dance clubs,9.556859004078433e-05,8.758636249694973e-05,3.380453199497424e-05,0.0001339894806733355,0.00012738829536829144,5.261514525045641e-05,0.00010293866944266483,0.0005273837596178055,0.00011923260899493471,0.003190486691892147,0.0001862913486547768,0.0003096688014920801,0.0002997609553858638,0.006251292768865824,6.218669295776635e-05,0.00044653660734184086,0.00044439974590204656,5.777765181846917e-05,0.01606845110654831,0.0004416515293996781
dance halls,0.00015088905638549477,7.143845868995413e-05,3.214936805306934e-05,0.00011131878272863105,8.294875442516059e-05,5.8373469073558226e-05,8.234020788222551e-05,0.00028700585244223475,0.00021513480169232935,0.0003227323177270591,0.00015869793423917145,0.00034891164978034794,0.0003044805198442191,0.05901233106851578,6.51045047561638e-05,0.0008843434043228626,0.000484905147459358,6.270253652473912e-05,0.004728493746370077,0.0002654037671163678
dangerous waste,0.01386300753802061,0.03224674239754677,0.03186868876218796,0.019079985097050667,0.008087118156254292,0.09336674213409424,0.012506878934800625,0.10830923914909363,0.0071076517924666405,0.011383002623915672,0.08129089325666428,0.020907629281282425,0.0003226971020922065,0.00010410337563371286,0.00954066589474678,0.00011063737474614754,0.004769657272845507,0.010074830614030361,0.0001749191724229604,0.0001724955509416759
databases,0.0018311766907572746,0.00015757951769046485,0.008263320662081242,0.0028399366419762373,0.0010468080872669816,0.0025436626747250557,0.005603024270385504,0.019489314407110214,0.00010089983697980642,0.008799755945801735,0.05646522343158722,0.010801293887197971,0.13160865008831024,0.00027122226310893893,0.0006112466217018664,0.05112035945057869,0.1700982004404068,0.009808407165110111,0.1560802012681961,0.10041627287864685
day camps,0.22979736328125,0.00149822561070323,0.0025650823954492807,0.002621993888169527,0.0026083760894834995,0.003263157559558749,0.0006571675767190754,0.0021601400803774595,0.02319086343050003,0.09243743121623993,0.0382789745926857,0.0005687364609912038,0.036986980587244034,0.0029456475749611855,0.9814525842666626,0.005302918143570423,0.050389137119054794,0.00014824459503870457,0.031950466334819794,0.0007988213910721242
day cares,0.0036501369904726744,0.004757985472679138,0.0009901588782668114,0.0053313798271119595,0.00413283659145236,0.007790579926222563,0.00640895264223218,0.014530139975249767,0.030141448602080345,0.026441579684615135,0.12106170505285263,0.004924545530229807,0.12840233743190765,0.0030889923218637705,0.9972054958343506,0.011553788557648659,0.5875447392463684,0.9056285619735718,0.024496212601661682,0.029917502775788307
day nurseries,0.002305971458554268,0.0003067714278586209,5.281003541313112e-05,0.00324970087967813,0.0013208319433033466,0.00042557145934551954,0.0002569521893747151,0.0007721115252934396,0.00971528235822916,0.012927637435495853,0.00803854689002037,0.0033530339132994413,0.4434847831726074,0.0019423498306423426,0.9973647594451904,0.002117032650858164,0.0286101084202528,0.046231772750616074,0.05487958341836929,0.0021994360722601414
