,subject_term,housing,bikes,homelessness,dogs,parks,construction,traffic,transit,noise,energy,climate,infrastructure,safety,arts,childcare,democracy,cost of living,healthcare,equity,business,max_val,max_cat,count
1877,gangs,0.003,0.000,0.000,0.001,0.000,0.001,0.000,0.009,0.006,0.001,0.001,0.000,0.001,0.000,0.000,0.000,0.004,0.000,0.001,0.000,0.009,transit,9
3177,pesticides,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.010,0.000,0.000,0.000,0.000,0.000,0.001,0.005,0.010,safety,5
1228,curling clubs,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.001,0.001,0.001,0.009,0.001,0.000,0.000,0.001,0.000,0.010,0.002,0.010,equity,22
2490,leisure swim,0.000,0.000,0.000,0.001,0.001,0.000,0.000,0.001,0.000,0.010,0.002,0.000,0.001,0.000,0.000,0.001,0.001,0.000,0.007,0.000,0.010,energy,25
1959,grass and weeds,0.000,0.000,0.000,0.000,0.005,0.000,0.000,0.010,0.000,0.000,0.000,0.000,0.003,0.000,0.000,0.000,0.003,0.000,0.001,0.000,0.010,transit,15
608,botanical plant collection,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.006,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.010,0.000,0.010,equity,15
4928,yacht races,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.001,0.000,0.000,0.010,0.000,0.000,0.000,0.000,0.000,0.006,0.001,0.010,safety,2
1324,dietary needs,0.000,0.000,0.000,0.010,0.001,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.003,0.001,0.000,0.002,0.000,0.010,dogs,3
444,barbecues (waste),0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.001,0.010,0.003,0.001,0.000,0.000,0.000,0.000,0.000,0.003,0.000,0.000,0.001,0.010,noise,3
4042,softball associations,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.010,0.000,0.000,0.000,0.001,0.000,0.006,0.000,0.010,safety,22
1896,garden waste,0.000,0.000,0.000,0.000,0.010,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.010,parks,4
2349,invasive plants,0.000,0.000,0.000,0.000,0.010,0.000,0.000,0.004,0.000,0.000,0.001,0.000,0.003,0.000,0.000,0.000,0.000,0.000,0.002,0.000,0.010,parks,5
4245,substance abuse,0.005,0.005,0.000,0.002,0.002,0.000,0.000,0.005,0.001,0.009,0.001,0.011,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.011,infrastructure,86
4785,water conservation,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.004,0.000,0.000,0.000,0.000,0.010,0.000,0.000,0.000,0.000,0.000,0.011,0.000,0.011,equity,13
1871,funerals,0.000,0.000,0.000,0.004,0.000,0.000,0.000,0.001,0.000,0.000,0.001,0.000,0.001,0.001,0.000,0.001,0.001,0.000,0.011,0.001,0.011,equity,7
469,beach volleyball courts,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.001,0.011,0.000,0.000,0.000,0.001,0.000,0.007,0.000,0.011,safety,1
2209,illegal dumping,0.000,0.005,0.002,0.011,0.003,0.000,0.000,0.000,0.001,0.001,0.003,0.001,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.001,0.011,dogs,10
1846,football,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.005,0.000,0.000,0.000,0.008,0.000,0.011,0.000,0.011,equity,4
4817,water quality laboratories,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.001,0.003,0.000,0.000,0.000,0.000,0.000,0.011,0.002,0.011,equity,5
1950,graffiti eradication,0.002,0.000,0.000,0.000,0.008,0.000,0.000,0.004,0.000,0.000,0.000,0.002,0.002,0.000,0.000,0.000,0.000,0.000,0.004,0.011,0.011,business,137
323,anonymous crime reportin,0.003,0.005,0.000,0.003,0.001,0.000,0.000,0.011,0.001,0.000,0.000,0.001,0.006,0.000,0.000,0.000,0.001,0.000,0.005,0.000,0.011,transit,15
3210,pigs,0.003,0.000,0.000,0.001,0.000,0.003,0.000,0.005,0.001,0.001,0.000,0.001,0.004,0.001,0.001,0.000,0.011,0.000,0.001,0.004,0.011,cost of living,6
1325,dietary requirements,0.001,0.000,0.000,0.011,0.005,0.000,0.000,0.003,0.000,0.000,0.001,0.000,0.001,0.000,0.000,0.008,0.001,0.000,0.002,0.000,0.011,dogs,3
2484,legal issues,0.006,0.004,0.001,0.001,0.003,0.002,0.001,0.009,0.000,0.002,0.001,0.001,0.002,0.000,0.000,0.002,0.001,0.000,0.012,0.001,0.012,equity,407
4716,volleyball clubs,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.000,0.000,0.002,0.000,0.000,0.000,0.001,0.000,0.012,0.000,0.012,equity,22
4010,smoking cessation,0.004,0.000,0.000,0.000,0.006,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.012,0.002,0.012,equity,10
4818,water quality reports,0.002,0.001,0.000,0.000,0.000,0.000,0.000,0.012,0.000,0.000,0.000,0.001,0.005,0.000,0.000,0.000,0.000,0.000,0.004,0.002,0.012,transit,24
4341,television industry,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.007,0.000,0.000,0.000,0.000,0.000,0.011,0.012,0.012,business,254
4755,waste (fraud),0.001,0.006,0.002,0.002,0.003,0.000,0.001,0.012,0.005,0.001,0.002,0.001,0.000,0.000,0.001,0.000,0.001,0.000,0.000,0.000,0.012,transit,78
4562,tree watering,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.001,0.000,0.001,0.002,0.000,0.009,0.004,0.000,0.001,0.001,0.000,0.012,0.005,0.012,equity,1
4615,urban fishing,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.001,0.000,0.001,0.000,0.003,0.000,0.000,0.000,0.011,0.000,0.012,0.000,0.012,equity,10
1319,diabeti,0.007,0.000,0.000,0.000,0.005,0.001,0.001,0.012,0.001,0.001,0.000,0.001,0.002,0.000,0.000,0.000,0.002,0.011,0.001,0.000,0.012,transit,12
3919,shopping,0.000,0.002,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.006,0.000,0.012,0.000,0.012,equity,25
3875,severance (land),0.000,0.000,0.000,0.000,0.013,0.000,0.000,0.003,0.000,0.000,0.000,0.001,0.006,0.000,0.000,0.000,0.001,0.000,0.004,0.001,0.013,parks,76
4043,softball leagues,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.013,0.000,0.000,0.000,0.001,0.000,0.006,0.000,0.013,safety,22
2037,hazardous waste,0.002,0.001,0.001,0.011,0.001,0.007,0.001,0.013,0.000,0.000,0.009,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.013,transit,24
588,boat races,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.002,0.004,0.001,0.000,0.004,0.001,0.000,0.000,0.004,0.000,0.013,0.001,0.013,equity,2
1960,grass cutting,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.001,0.000,0.013,0.003,0.013,equity,12
460,basketball,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.006,0.000,0.000,0.000,0.011,0.000,0.013,0.000,0.013,equity,18
1830,food guides,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.010,0.000,0.000,0.002,0.002,0.000,0.013,0.000,0.013,equity,9
4931,yard waste,0.000,0.002,0.013,0.009,0.000,0.000,0.000,0.003,0.004,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.006,0.000,0.000,0.000,0.013,homelessness,7
4842,water treatment,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.003,0.000,0.000,0.000,0.014,0.005,0.000,0.000,0.001,0.000,0.001,0.003,0.009,0.014,infrastructure,52
4391,tires (waste),0.000,0.001,0.000,0.000,0.000,0.000,0.001,0.014,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.014,transit,5
4231,subdivision (land),0.014,0.000,0.000,0.001,0.002,0.001,0.000,0.001,0.000,0.000,0.001,0.000,0.001,0.000,0.000,0.001,0.001,0.000,0.002,0.000,0.014,housing,366
305,amplified music,0.001,0.000,0.000,0.000,0.002,0.000,0.000,0.009,0.002,0.014,0.000,0.000,0.000,0.001,0.000,0.001,0.000,0.000,0.006,0.000,0.014,energy,95
4161,stormwater runoff,0.002,0.000,0.000,0.001,0.000,0.000,0.004,0.005,0.000,0.000,0.002,0.005,0.014,0.000,0.000,0.000,0.000,0.000,0.001,0.001,0.014,safety,17
1326,dieting,0.004,0.000,0.000,0.005,0.014,0.000,0.001,0.005,0.001,0.003,0.003,0.001,0.002,0.000,0.000,0.005,0.004,0.000,0.007,0.000,0.014,parks,129
4025,snow ploughing,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.008,0.007,0.002,0.000,0.000,0.000,0.001,0.000,0.002,0.014,0.014,business,24
4896,wildlife,0.000,0.000,0.000,0.002,0.004,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.001,0.000,0.014,0.000,0.014,equity,42
4419,toxic dumping,0.000,0.001,0.001,0.011,0.001,0.000,0.001,0.001,0.001,0.000,0.010,0.002,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.014,0.014,business,13
3437,provincial-municipal relations,0.001,0.001,0.001,0.001,0.002,0.001,0.003,0.002,0.000,0.001,0.001,0.003,0.014,0.000,0.000,0.001,0.003,0.000,0.004,0.001,0.014,safety,99
4356,tennis,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.008,0.000,0.000,0.001,0.004,0.000,0.014,0.000,0.014,equity,12
2977,organics (waste),0.000,0.001,0.001,0.001,0.000,0.000,0.000,0.001,0.014,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.014,noise,29
1003,communicable diseases,0.006,0.000,0.001,0.002,0.001,0.000,0.002,0.014,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.007,0.000,0.000,0.014,transit,20
3576,recreational watercraft,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.006,0.000,0.000,0.000,0.000,0.014,0.000,0.000,0.000,0.000,0.000,0.012,0.000,0.014,safety,4
828,chess leagues,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.001,0.000,0.000,0.009,0.000,0.000,0.000,0.001,0.000,0.014,0.001,0.014,equity,12
3903,sexual discrimination,0.005,0.000,0.000,0.000,0.003,0.000,0.000,0.015,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.001,0.000,0.003,0.015,transit,10
4792,water efficiency awards,0.011,0.001,0.000,0.000,0.002,0.000,0.000,0.013,0.000,0.008,0.000,0.004,0.015,0.000,0.000,0.000,0.000,0.000,0.004,0.010,0.015,safety,8
2687,memorials,0.001,0.000,0.000,0.002,0.000,0.001,0.000,0.004,0.000,0.000,0.001,0.001,0.005,0.002,0.000,0.002,0.001,0.000,0.015,0.001,0.015,equity,55
3175,pest management,0.001,0.000,0.000,0.015,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.015,dogs,9
430,bacteria levels (beach water),0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.015,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.015,safety,1
1507,emergency communication,0.003,0.003,0.003,0.003,0.002,0.000,0.002,0.016,0.000,0.004,0.007,0.004,0.005,0.001,0.000,0.001,0.001,0.015,0.012,0.000,0.016,transit,15
4771,wastewater,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.016,0.000,0.000,0.000,0.000,0.001,0.000,0.001,0.001,0.016,infrastructure,104
4030,soccer fields,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.006,0.000,0.000,0.000,0.001,0.000,0.016,0.000,0.016,equity,6
2274,information & communication (sc),0.000,0.001,0.001,0.001,0.000,0.000,0.013,0.016,0.000,0.001,0.001,0.010,0.001,0.000,0.000,0.004,0.001,0.000,0.003,0.003,0.016,transit,3
3786,rugby fields,0.000,0.016,0.000,0.000,0.000,0.000,0.000,0.008,0.000,0.000,0.002,0.001,0.013,0.001,0.000,0.000,0.004,0.000,0.005,0.001,0.016,bikes,24
1253,dance clubs,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.003,0.000,0.000,0.000,0.006,0.000,0.000,0.000,0.000,0.016,0.000,0.016,equity,31
4870,weeds and tall grass,0.000,0.000,0.001,0.000,0.001,0.000,0.000,0.016,0.000,0.000,0.004,0.000,0.002,0.000,0.000,0.000,0.008,0.000,0.001,0.000,0.016,transit,15
3449,public golf,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.004,0.000,0.016,0.001,0.016,equity,29
2715,minerals,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.001,0.016,0.016,business,1
854,churches,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.006,0.000,0.001,0.000,0.001,0.000,0.016,0.000,0.016,equity,43
4032,soccer pitches,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.009,0.000,0.000,0.000,0.001,0.000,0.016,0.000,0.016,equity,6
4848,water use policies,0.001,0.001,0.000,0.001,0.003,0.001,0.000,0.009,0.000,0.000,0.000,0.001,0.008,0.000,0.000,0.000,0.000,0.000,0.016,0.013,0.016,equity,4
1193,crime reporting,0.002,0.009,0.002,0.006,0.001,0.000,0.000,0.016,0.000,0.002,0.001,0.002,0.001,0.000,0.000,0.000,0.001,0.000,0.004,0.001,0.016,transit,16
1810,flowers,0.000,0.000,0.000,0.000,0.002,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.002,0.007,0.002,0.002,0.001,0.000,0.017,0.000,0.017,equity,1
623,bowling clubs,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.001,0.000,0.000,0.003,0.000,0.000,0.000,0.002,0.000,0.017,0.001,0.017,equity,22
4882,wetlands,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.000,0.000,0.013,0.000,0.016,0.001,0.000,0.001,0.005,0.000,0.017,0.000,0.017,equity,2
4768,waste water,0.001,0.000,0.000,0.000,0.001,0.000,0.000,0.017,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.002,0.000,0.000,0.001,0.017,transit,104
354,archives (records),0.001,0.001,0.002,0.001,0.000,0.000,0.001,0.001,0.000,0.001,0.006,0.000,0.006,0.000,0.000,0.003,0.017,0.001,0.011,0.002,0.017,cost of living,29
2312,integrated pest management,0.002,0.000,0.000,0.001,0.017,0.000,0.000,0.008,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.003,0.013,0.017,parks,5
3496,pyrotechnics,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.017,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.003,0.001,0.017,energy,1
3605,reforestation,0.000,0.001,0.000,0.001,0.002,0.000,0.000,0.000,0.000,0.000,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.017,0.001,0.017,equity,29
3902,sexual assaults,0.017,0.000,0.000,0.001,0.005,0.000,0.000,0.017,0.000,0.001,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.001,0.000,0.017,housing,5
1819,food,0.000,0.000,0.000,0.007,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.003,0.006,0.000,0.018,0.000,0.018,equity,135
4667,vegetation,0.000,0.000,0.000,0.000,0.018,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.003,0.002,0.000,0.002,0.001,0.001,0.009,0.000,0.018,parks,1
1623,epidemics,0.018,0.001,0.010,0.010,0.001,0.000,0.004,0.015,0.002,0.001,0.001,0.000,0.001,0.000,0.001,0.000,0.001,0.000,0.001,0.000,0.018,housing,241
2014,gymnastic clubs,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.005,0.000,0.000,0.001,0.004,0.000,0.001,0.001,0.000,0.018,0.000,0.018,equity,22
1302,detention centres,0.002,0.001,0.001,0.002,0.000,0.000,0.001,0.001,0.001,0.001,0.002,0.002,0.010,0.000,0.000,0.000,0.001,0.000,0.018,0.008,0.018,equity,21
4410,tourist information,0.001,0.011,0.000,0.007,0.018,0.001,0.001,0.008,0.000,0.002,0.005,0.001,0.001,0.007,0.000,0.006,0.003,0.000,0.015,0.000,0.018,parks,11
447,barbeques (waste),0.000,0.000,0.000,0.000,0.000,0.012,0.000,0.001,0.019,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.002,0.000,0.000,0.001,0.019,noise,3
1876,gaming licences,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.001,0.000,0.000,0.001,0.000,0.001,0.000,0.000,0.001,0.001,0.000,0.006,0.019,0.019,business,8
2325,interior design,0.019,0.000,0.000,0.001,0.001,0.000,0.000,0.001,0.000,0.000,0.000,0.001,0.005,0.000,0.000,0.007,0.001,0.000,0.010,0.000,0.019,housing,3
2110,hockey rinks,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.012,0.019,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.019,safety,62
2115,holidays,0.001,0.005,0.000,0.003,0.008,0.000,0.000,0.006,0.001,0.002,0.001,0.001,0.002,0.004,0.019,0.006,0.001,0.001,0.016,0.000,0.019,childcare,45
2814,municipal numbering,0.001,0.001,0.000,0.001,0.002,0.001,0.003,0.003,0.000,0.001,0.005,0.002,0.011,0.000,0.000,0.010,0.002,0.001,0.019,0.001,0.019,equity,5
325,anti-racism,0.019,0.001,0.000,0.002,0.016,0.001,0.001,0.011,0.001,0.001,0.000,0.002,0.001,0.001,0.001,0.000,0.001,0.000,0.017,0.001,0.019,housing,77
1912,geese (wild),0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.020,0.000,0.001,0.001,0.000,0.003,0.001,0.000,0.000,0.000,0.000,0.006,0.000,0.020,transit,14
4563,trees,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.020,0.009,0.000,0.000,0.002,0.000,0.007,0.000,0.020,safety,218
2366,jails,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.003,0.002,0.000,0.000,0.000,0.020,0.000,0.000,0.000,0.001,0.000,0.002,0.001,0.020,safety,3
1426,drug card,0.000,0.000,0.000,0.001,0.000,0.001,0.000,0.007,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.020,0.003,0.000,0.001,0.020,cost of living,7
2415,landfill areas,0.000,0.000,0.001,0.001,0.000,0.000,0.000,0.000,0.003,0.001,0.002,0.001,0.020,0.000,0.000,0.000,0.002,0.000,0.002,0.001,0.020,safety,101
3236,plastic bags (waste),0.000,0.000,0.001,0.000,0.006,0.000,0.000,0.020,0.001,0.000,0.001,0.000,0.000,0.000,0.001,0.000,0.001,0.000,0.000,0.000,0.020,transit,62
3274,political reference groups,0.000,0.000,0.001,0.001,0.001,0.001,0.000,0.006,0.000,0.004,0.003,0.000,0.003,0.000,0.000,0.020,0.002,0.000,0.015,0.000,0.020,democracy,757
1707,federal-municipal relations,0.002,0.001,0.002,0.001,0.008,0.001,0.003,0.006,0.000,0.001,0.001,0.004,0.021,0.000,0.000,0.002,0.001,0.000,0.009,0.001,0.021,safety,99
11,AIDS,0.008,0.000,0.000,0.001,0.002,0.001,0.001,0.021,0.001,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.001,0.001,0.000,0.000,0.021,transit,43
1763,fire hazards,0.021,0.001,0.000,0.001,0.003,0.011,0.000,0.002,0.000,0.000,0.000,0.001,0.015,0.000,0.000,0.000,0.000,0.000,0.002,0.000,0.021,housing,7
1947,graffiti,0.001,0.001,0.001,0.001,0.003,0.000,0.000,0.002,0.000,0.001,0.001,0.000,0.000,0.021,0.000,0.000,0.007,0.000,0.000,0.000,0.021,arts,137
86,Parapan Am Games,0.002,0.007,0.000,0.003,0.001,0.001,0.000,0.007,0.001,0.016,0.001,0.001,0.021,0.008,0.000,0.011,0.002,0.000,0.021,0.000,0.021,safety,39
738,campaign finance reform,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.005,0.000,0.000,0.021,0.002,0.021,equity,2
292,allergies,0.021,0.001,0.000,0.012,0.013,0.001,0.001,0.020,0.007,0.001,0.001,0.001,0.012,0.000,0.001,0.000,0.002,0.011,0.001,0.001,0.021,housing,1
1856,fraud,0.001,0.003,0.000,0.001,0.004,0.000,0.001,0.012,0.003,0.021,0.008,0.001,0.000,0.000,0.003,0.000,0.004,0.004,0.000,0.000,0.021,energy,78
2283,information processing,0.000,0.001,0.001,0.002,0.001,0.000,0.005,0.008,0.000,0.001,0.011,0.002,0.002,0.000,0.000,0.013,0.002,0.000,0.021,0.006,0.021,equity,20
4106,sports venues,0.000,0.013,0.000,0.001,0.000,0.000,0.000,0.000,0.003,0.001,0.000,0.002,0.003,0.000,0.000,0.001,0.001,0.000,0.021,0.001,0.021,equity,52
2914,obesity,0.018,0.000,0.000,0.002,0.003,0.001,0.001,0.022,0.000,0.002,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.022,transit,6
1230,curling rinks,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.022,0.000,0.000,0.000,0.001,0.000,0.002,0.001,0.022,safety,4
3510,races,0.001,0.003,0.000,0.002,0.000,0.001,0.001,0.004,0.000,0.002,0.000,0.001,0.001,0.001,0.000,0.000,0.002,0.000,0.022,0.001,0.022,equity,25
4753,wasps,0.001,0.000,0.000,0.000,0.001,0.002,0.000,0.022,0.001,0.007,0.000,0.001,0.016,0.005,0.001,0.000,0.005,0.000,0.006,0.001,0.022,transit,5
1930,golf centers,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.002,0.022,0.022,business,29
263,air pollution,0.022,0.000,0.000,0.001,0.001,0.000,0.022,0.006,0.009,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.022,housing,37
3233,plants,0.000,0.000,0.000,0.000,0.016,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.020,0.001,0.000,0.001,0.002,0.000,0.022,0.001,0.022,equity,2
2974,organic horticulture,0.000,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.022,0.000,0.022,equity,5
4648,vacancies (real estate),0.023,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.001,0.023,housing,16
1123,convention & visitors associations,0.001,0.005,0.000,0.002,0.003,0.000,0.023,0.004,0.002,0.002,0.003,0.004,0.013,0.001,0.000,0.002,0.001,0.000,0.012,0.002,0.023,traffic,3
3899,sex,0.023,0.003,0.001,0.003,0.006,0.005,0.000,0.014,0.001,0.002,0.001,0.007,0.001,0.001,0.000,0.000,0.004,0.000,0.004,0.002,0.023,housing,9
2503,libraries,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.008,0.000,0.000,0.000,0.000,0.000,0.023,0.000,0.023,equity,58
4051,soil remediation,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.023,0.023,business,28
2573,long grass,0.000,0.000,0.001,0.000,0.001,0.000,0.000,0.002,0.000,0.001,0.001,0.000,0.002,0.001,0.001,0.000,0.023,0.000,0.001,0.000,0.023,cost of living,15
4099,sports clubs,0.000,0.011,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.001,0.000,0.000,0.003,0.001,0.000,0.000,0.002,0.000,0.024,0.002,0.024,equity,22
4423,toy drive,0.000,0.010,0.000,0.001,0.001,0.000,0.001,0.024,0.011,0.001,0.000,0.000,0.001,0.005,0.009,0.000,0.001,0.000,0.002,0.000,0.024,transit,238
3626,religious diversity,0.002,0.000,0.000,0.000,0.001,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.024,0.000,0.024,equity,31
4404,tourism knowledge,0.000,0.001,0.000,0.002,0.024,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.004,0.001,0.024,parks,38
2768,movie industry,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.005,0.000,0.000,0.000,0.000,0.000,0.018,0.024,0.024,business,254
4802,water laboratories,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.002,0.024,0.000,0.000,0.001,0.001,0.000,0.016,0.001,0.024,safety,5
73,Olympic Games,0.000,0.004,0.000,0.001,0.000,0.000,0.000,0.001,0.000,0.016,0.000,0.000,0.024,0.001,0.000,0.001,0.001,0.000,0.006,0.000,0.024,safety,3
4104,sports stadiums,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.011,0.000,0.000,0.014,0.007,0.000,0.000,0.001,0.001,0.000,0.024,0.001,0.024,equity,19
2976,organic waste,0.001,0.002,0.001,0.003,0.010,0.004,0.000,0.024,0.001,0.001,0.001,0.001,0.004,0.000,0.001,0.001,0.004,0.000,0.002,0.001,0.024,transit,29
1792,fitness trails,0.000,0.008,0.000,0.001,0.000,0.000,0.000,0.009,0.000,0.025,0.000,0.003,0.001,0.000,0.000,0.001,0.001,0.001,0.009,0.000,0.025,energy,5
4018,snow emergencies,0.001,0.000,0.000,0.000,0.000,0.000,0.006,0.006,0.001,0.000,0.025,0.005,0.008,0.000,0.000,0.000,0.001,0.000,0.001,0.000,0.025,climate,9
2686,memorial services,0.000,0.001,0.000,0.003,0.000,0.000,0.000,0.003,0.000,0.000,0.002,0.000,0.004,0.002,0.000,0.004,0.002,0.000,0.025,0.001,0.025,equity,7
2869,newspapers (waste),0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.025,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.001,0.025,noise,12
2441,lawn bowling clubs,0.000,0.000,0.000,0.000,0.004,0.000,0.000,0.000,0.001,0.001,0.001,0.001,0.026,0.000,0.000,0.000,0.002,0.000,0.011,0.004,0.026,safety,22
1333,dining,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.001,0.000,0.000,0.008,0.002,0.000,0.026,0.000,0.026,equity,144
